"iteration","train_R2","train_RMSE","test_R2","test_RMSE","train_APE","train_CV","test_APE","test_CV","cumulative_mean_train_R2","cumulative_mean_test_R2"
1,0.931215645189107,0.801045765197047,0.923209066028642,0.847790033409009,5.16821214694352,7.30895571142889,5.31687312033939,7.51919407620093,0.931215645189107,0.923209066028642
2,0.929440036586636,0.8087237138628,0.92006822779253,0.87583201080461,5.8480054657712,8.27032864252562,6.02169294445467,8.51595983049418,0.930327840887871,0.921638646910586
3,0.926810323616326,0.829782585838278,0.923253887317189,0.831986669047842,4.94990665276651,7.00022512082321,5.1402423509329,7.26940044657387,0.92915533513069,0.922177060379454
