"iteration","train_R2_known","train_RMSE_known","test_R2_known","test_RMSE_known","train_R2","train_RMSE","test_R2","test_RMSE"
1,0.917238757675801,0.878670397921764,0.91256668934913,0.904631681816321,0.871117788898147,1.12226167657038,0.861970229085843,1.17506425413502
