Range_of_ages
0 23

Data_set_1
547                                   # data points
6                                    # readers
0 18 1                               # minus group; plus group; reference age
   1  2  3  4  5  6  7
1  4.6109114   4.38258  4.4530263   4.5292134   4.613065 4.6318984
1  4.620013 4.480527 4.7137046   4.735314 4.840896 4.8020115
1  4.622156 4.3958287   4.8153167   4.6882305   4.867218 4.49353
1  4.68467  4.5722117   4.544184 4.6966476   4.8554206   4.538526
1  4.703584 4.451599 4.572309 4.608034 4.6936803   4.4785867
1  4.7736936   4.5872126   4.798665 4.518951 4.774935 4.5711236
1  4.848873 4.7817564   4.826976 4.7927675   4.8472857   4.9096594
1  4.8610053   4.764483 4.810429 4.961095 4.895104 4.834507
1  4.8711834   4.5669513   4.6657796   4.944325 4.91452  4.629495
1  4.8833375   4.719656 4.8042455   4.884013 5.032516 4.7711935
1  4.9242787   4.666032 4.874091 4.9128504   4.9316206   4.797978
1  4.9324436   4.350705 4.7671714   4.9540796   4.834843 4.4306126
1  4.937801 4.5476565   5.1520953   4.7015657   4.900472 4.5392103
1  4.9517183   4.6414647   4.8005157   4.95587  5.0140715   4.6650662
1  5.03242  4.821999 4.8686028   4.8703523   5.2228723   4.9579215
1  5.041294 4.6952677   4.6961603   4.9028635   5.0633063   4.891525
1  5.062844 4.806625 4.7989225   4.9782486   5.098661 4.8605685
1  5.064133 4.905307 4.8861694   5.106241 5.1766033   5.2174234
1  5.073733 4.7866592   4.9393764   4.9860253   4.9843707   4.8469467
1  5.0773335   4.769999 4.7437534   4.7936616   5.171688 4.7646446
1  5.0838313   5.0081716   5.230307 5.285762 5.296766 5.096807
1  5.088431 4.6453195   4.7335835   5.1337852   5.042026 4.8689647
1  5.109686 4.9275336   4.926597 5.072233 5.35268  5.014875
1  5.12098  4.7642956   4.811301 5.040652 5.28789  4.8284693
1  5.129272 4.86954  5.1234164   5.0658436   5.0792575   5.0093436
1  5.1453996   5.017612 5.200501 5.3095717   5.237401 5.097526
1  5.196859 4.916223 5.1380982   5.1439786   5.158006 5.045029
1  5.2097116   5.0582466   4.651866 -999  5.05977  4.9872932
1  5.2172112   5.0998354   5.084175 5.1168146   5.233434 5.2267523
1  5.2381535   4.9308767   4.903554 5.0525956   5.182076 4.8734984
1  5.240835 5.096925 5.2216887   5.347066 5.3592787   5.073626
1  5.2438545   5.5116615   5.6599517   5.451339 5.713611 5.379002
1  5.2627754   5.177684 5.1979322   5.3750544   5.4496064   4.7517867
1  5.265681 5.305929 5.409366 5.470199 5.333765 5.1392293
1  5.3124404   5.215369 5.2569003   5.4264827   5.3564487   5.3341284
1  5.314388 5.1256886   5.318025 5.2601733   5.237678 5.115405
1  5.3846116   5.054463 5.184448 5.343 5.22777  5.0099745
1  5.3979516   4.989046 5.1905227   5.2790246   5.385858 5.111041
1  5.408999 4.9742675   5.146675 5.2682033   5.4092107   5.1226563
1  5.409557 4.7429037   5.072638 5.2745385   5.1506863   4.810155
1  5.4338317   5.2244244   5.427011 5.4667387   5.4479136   5.3992214
1  5.4736404   5.2558722   5.3130455   5.426237 5.4275236   5.3352084
1  5.479592 5.1881313   5.2751217   5.419159 5.4622264   5.2364345
1  5.5007405   5.034592 5.157597 5.3245735   5.5871663   5.1024737
1  5.5074525   5.164951 5.4113617   5.4347777   5.465945 5.2659564
1  5.5243006   5.2369123   5.4580846   5.3789744   5.4935923   5.042715
1  5.52639  5.063155 5.219815 5.3062954   5.3715286   4.8425097
1  5.551664 5.4865847   5.6638465   5.8213215   5.7701335   5.476671
1  5.5827966   5.6098228   5.522403 5.640117 5.579217 5.5165877
1  5.6044407   5.128154 -999  -999  5.5222087   5.2141356
1  5.604538 5.2532525   5.594085 -999  5.57385  5.306371
1  5.609996 5.078419 5.111837 5.435066 5.6905384   5.2425623
1  5.670411 5.793953 5.8130713   5.8331127   5.848446 5.4585776
1  5.6768537   5.347862 5.5660944   5.5189724   5.6187816   5.397526
1  5.679384 5.2429276   5.360683 -999  5.8452883   5.4051533
1  5.681672 5.0665064   5.1089716   5.250072 5.635747 5.2270317
1  5.6867366   5.719086 5.693328 5.8076434   5.7025595   5.6035743
1  5.687609 5.19372  5.2166057   5.697219 5.706981 5.323778
1  5.6968412   5.622264 5.8618116   5.90682  5.7685122   5.6226764
1  5.7018538   5.3831544   5.4678   5.4855776   5.678558 5.484235
1  5.707233 5.249771 5.3987017   5.5592947   5.669723 5.473136
1  5.7080493   5.4972973   5.6445074   5.477167 5.6216345   5.4541235
1  5.759626 5.792242 5.761862 6.047017 5.933794 5.634214
1  5.7753887   5.668348 5.858366 5.569839 5.788708 5.3086877
1  5.785555 5.4501004   5.4274783   5.5704203   5.791769 5.484917
1  5.829467 5.6618366   5.335687 5.8339686   5.765511 5.356446
1  5.887471 5.6326175   5.76988  5.9155774   5.8190274   5.621318
1  5.8975716   5.4942875   5.790789 5.750312 5.993548 5.6131964
1  5.9402246   5.612519 6.0223737   5.883709 6.0173287   5.8233576
1  5.967009 5.3670425   5.5353713   5.80999  5.7054706   5.513095
1  5.9872007   5.7683764   5.6677184   5.7818294   5.7368097   5.597
1  5.991657 5.711585 5.776259 5.772036 6.0813293   5.5826545
1  6.01199  6.0168033   6.194905 6.061357 6.151867 6.071836
1  6.029424 5.6284795   5.6727014   6.0026155   6.1519904   5.610135
1  6.0419064   5.7238564   5.90219  6.095084 6.0668416   5.571793
1  6.04336  5.914409 6.2224517   6.2651157   6.334462 5.994921
1  6.059914 6.3289037   6.3017955   6.5156794   6.601719 6.3623114
1  6.0812597   6.004763 6.0219774   6.125132 6.027615 5.738749
1  6.087193 5.918745 5.9219775   5.8854165   6.1250725   5.634249
1  6.0902867   5.97761  6.068035 6.0841637   6.1319776   5.7407546
1  6.0942183   5.878711 6.0612507   5.9585786   6.0463877   5.9051876
1  6.1309357   5.9073286   5.733876 6.019941 6.1942644   5.9904313
1  6.144999 5.920998 6.182887 6.1177306   6.1401563   6.0125036
1  6.1646748   6.0309787   5.9460783   6.2093472   6.293545 6.0961003
1  6.1661377   5.7392597   5.898704 6.0232534   5.99768  5.821931
1  6.1687617   5.8581815   5.8593903   6.080137 6.26485  5.442341
1  6.18195  6.004739 5.9842205   6.1320734   6.06209  5.8681164
1  6.19759  5.631535 5.9379992   5.9110236   6.0283756   5.568633
1  6.2058334   6.2012925   6.254451 6.2497563   6.317153 5.865593
1  6.242944 6.019182 5.934409 6.2460556   6.2624545   6.1691895
1  6.245772 5.951218 6.0594044   6.2045655   6.0342555   5.981766
1  6.2471457   5.9842033   6.4409018   6.3127027   6.2792726   5.9545
1  6.2582216   7.5651402   5.977823 6.1459813   6.229509 7.2844563
1  6.2640758   5.9529614   5.985975 6.245681 6.2524943   5.7947664
1  6.277411 6.4649806   6.56361  6.6246552   6.545693 6.168311
1  6.294561 6.2865577   6.3843975   6.5713916   6.680024 6.2804813
1  6.301114 5.772654 6.286068 6.120852 6.340581 5.9850698
1  6.3044357   6.1000066   6.295603 6.1964555   6.2196665   6.2159095
1  6.338663 6.0731606   6.229929 6.222649 6.3402624   6.286256
1  6.3409066   6.352094 6.5657225   6.621008 6.46455  6.3709135
1  6.3421597   6.089369 6.173796 6.2064285   6.09658  6.009659
1  6.362966 5.903461 6.0050364   6.184161 6.2546926   6.024456
1  6.3750114   5.970762 5.998495 6.0639586   6.458896 5.9584336
1  6.3877773   6.023122 6.189241 6.3088055   6.3262787   6.1613903
1  6.3940964   6.168698 6.416075 6.483258 6.2008233   6.261298
1  6.4182763   6.1382275   6.03724  6.3634777   6.298093 5.8942137
1  6.425225 6.3245335   6.392855 6.435693 6.5441   6.3013673
1  6.437043 6.3461056   6.3430867   6.508218 6.527959 5.9174457
1  6.441011 6.194802 6.3102427   6.5172696   6.4227114   6.004794
1  6.484852 6.274689 6.4735084   6.4765844   6.607788 6.3226027
1  6.4911923   6.6379356   6.712511 6.72327  6.801686 6.456127
1  6.5246644   6.4210076   6.3217726   6.2872567   6.2875347   5.9071126
1  6.5310206   6.2294545   6.301522 6.490142 6.544381 6.362437
1  6.531992 6.3640666   6.40296  6.647813 6.618994 6.369597
1  6.5612993   6.3826303   6.259458 6.506171 6.3979692   6.3065915
1  6.580502 6.2597733   6.4217105   6.5375395   6.730946 6.3256774
1  6.5866866   6.206171 6.3955135   6.470737 6.4640007   6.267248
1  6.5917516   6.476719 6.34262  6.7450376   6.4859314   6.44385
1  6.6256485   6.3317647   6.707044 6.7907925   6.81256  6.1481504
1  6.6305327   6.4832134   6.407494 6.533567 6.613643 6.3097563
1  6.637272 6.3873463   6.4999537   6.8618016   6.9402866   6.4821353
1  6.638869 6.510451 6.7138877   6.813569 7.070017 5.9386415
1  6.7057447   6.6808214   6.643559 6.760179 6.8396926   6.385097
1  6.7192674   6.686553 6.798332 6.8008857   6.7308836   6.6547294
1  6.722523 6.655094 6.9761343   7.1097026   7.1201596   6.407589
1  6.734669 6.6712523   6.5554266   6.4791865   6.758217 6.055856
1  6.7385063   6.4862185   6.9853463   6.820124 6.807022 6.2014384
1  6.7386265   6.467575 6.5883656   6.6999564   6.6804175   6.587907
1  6.745891 6.4919124   6.748647 6.6792526   6.679929 5.901473
1  6.755863 6.8153887   6.81223  6.7162676   6.8426075   6.6516833
1  6.7578197   6.477525 6.641234 6.608215 6.4853473   6.2871532
1  6.7626214   6.815526 7.162055 6.973377 7.2147994   6.878368
1  6.7702312   6.48194  6.733514 6.775746 6.7240205   6.317435
1  6.785961 6.701413 6.6838064   6.749264 6.855162 6.4744477
1  6.7960134   6.7731094   6.831587 7.052898 6.980754 6.610736
1  6.8103366   6.7052054   6.67179  6.7653046   6.5379467   6.3943496
1  6.8198204   6.9416256   6.957082 7.1126313   7.088671 6.7618446
1  6.852461 6.7033505   6.804909 6.8263865   7.007399 5.967338
1  6.8543158   6.6732574   6.7330785   7.0187826   7.1524053   6.5493073
1  6.8709188   7.1274033   7.204698 7.449378 7.3203635   6.629817
1  6.883702 6.6723056   6.6367664   6.9503107   6.974111 6.3865743
1  6.892286 6.5507145   6.795769 6.781608 6.672134 6.284682
1  6.909246 6.5699134   6.74034  6.712823 6.8122177   6.278377
1  6.926674 6.6602077   6.5872006   6.799615 6.9168973   6.2211523
1  6.9299464   6.545678 6.624262 6.685146 6.967624 6.6830544
1  6.9304748   6.8287888   6.7207904   7.0178986   6.866667 6.6380887
1  6.935762 7.0475507   7.2848716   7.6059313   7.6204786   6.6471534
1  6.937488 6.762615 7.0797424   6.8575044   6.843697 6.432026
1  6.9511666   6.647517 6.775093 7.069792 6.9214287   6.4797964
1  6.962632 6.6506586   7.0626597   7.0899496   7.135466 6.7536325
1  6.9717603   7.0274816   6.8878627   7.2837234   7.431578 6.6403503
1  6.9973125   6.841253 6.899721 -999  6.71346  6.8430824
1  6.998376 6.6062217   6.686584 6.6762285   6.8417563   6.742588
1  6.9984846   6.9608355   7.0719094   7.1424727   7.1277876   7.038491
1  7.0047417   6.6641817   6.7367077   6.828376 6.9256196   6.957785
1  7.0051517   6.8851366   6.903064 6.9398165   7.010059 6.636415
1  7.0144987   6.6895638   6.6248446   6.929223 6.8622184   6.7353525
1  7.017865 7.2375402   7.2939706   7.2789702   7.4593954   6.9894824
1  7.041791 6.4767933   6.3297973   6.9259696   7.082011 6.5829115
1  7.0482764   6.799594 6.89323  6.69933  7.1224675   6.9127374
1  7.057316 7.014639 7.1309814   7.2077026   7.2036495   6.768285
1  7.0766883   7.3897653   7.5218143   7.7498384   7.2119455   6.774083
1  7.0916896   6.8419533   6.839943 7.0207844   6.967039 6.462391
1  7.110822 6.8090806   6.8545265   7.121172 7.1207876   6.7121487
1  7.128625 7.020604 7.0716825   6.9318295   7.1427164   6.9015317
1  7.1312675   7.0914087   7.125155 7.0893216   6.943588 6.6175494
1  7.1564245   6.6475086   6.82404  7.2289658   7.3566194   6.91925
1  7.15908  7.1729884   7.141913 7.130282 6.783704 6.5560174
1  7.1652164   6.827063 6.901085 7.1093287   7.267037 6.4241548
1  7.206183 6.939515 6.9115853   7.334261 7.62657  6.909204
1  7.2178745   6.950106 7.067325 7.101344 7.1630144   6.7455792
1  7.2258997   7.225599 7.632618 7.5683274   7.677816 6.9929066
1  7.22673  6.694877 7.0706034   7.183296 7.1279335   6.632877
1  7.2278137   7.123272 7.084533 7.3235016   7.3855114   6.910922
1  7.244264 6.9961867   7.602139 7.425396 7.67873  6.8256187
1  7.245176 7.0024037   7.1587687   7.503643 7.408669 6.8935423
1  7.251087 7.2387447   7.2208147   7.3503814   7.5097256   7.1752234
1  7.2577267   7.003218 7.0013375   7.1648   7.0617013   6.7952704
1  7.3411736   7.0910864   7.1780148   7.623565 7.403466 6.497916
1  7.3501062   7.194851 7.399864 7.5124702   7.468106 7.055222
1  7.371567 7.243969 7.2489614   7.524984 7.4686832   7.1078386
1  7.3751163   7.112136 7.32045  7.5378747   7.3395   7.3152924
1  7.378307 7.3103485   7.414043 7.588404 7.748817 7.0951324
1  7.391497 7.2567673   6.9878526   7.520338 7.446737 6.686501
1  7.412471 7.298449 7.256721 7.3906164   6.855906 6.595564
1  7.424026 7.377714 7.474066 7.4103026   7.676188 7.111854
1  7.434941 7.1407456   7.277581 7.4756775   7.7655754   7.3630233
1  7.459309 6.9865856   7.6100082   7.509802 7.0923553   6.84313
1  7.510425 7.139055 7.2906175   7.5916624   7.795114 7.0580206
1  7.5167603   6.998309 7.386455 7.509196 7.5049353   7.1857915
1  7.5752087   7.2934957   7.1407146   7.488021 7.4219913   7.4886656
1  7.586869 7.265587 7.164818 7.397445 7.3646274   7.1377983
1  7.5943894   7.1273017   7.026869 7.7873783   7.8241196   7.0756564
1  7.599371 7.63094  7.441428 7.6473284   8.0013   7.548648
1  7.6157713   7.258391 7.3124905   7.6315203   7.758394 7.154541
1  7.62903  7.3681507   7.7250133   7.5587854   7.7296515   7.371007
1  7.643029 7.2131033   7.6630425   7.643856 7.6010942   7.3666153
1  7.645285 7.1110764   7.3394437   7.5106235   7.565198 7.1541667
1  7.648139 7.4418736   7.4985905   7.6209717   7.563208 6.6868796
1  7.649826 7.7442036   7.523452 7.7139344   7.894432 7.2906523
1  7.653403 7.094422 7.3356338   7.3882008   7.7828693   7.0288463
1  7.6641827   7.6756825   8.004264 8.0708685   7.8085504   7.1091037
1  7.679134 7.2036533   7.207701 7.333233 7.5217323   6.660905
1  7.6807547   7.577597 7.6090016   8.067641 7.932911 7.504358
1  7.686331 7.1843576   7.318902 7.4945536   7.657948 7.517577
1  7.687863 7.3247547   7.783044 7.8991113   7.8428555   7.3101907
1  7.6907206   7.528264 7.859277 7.8275104   7.5280685   7.175355
1  7.6935573   7.4824996   7.0537868   -999  7.626159 7.290204
1  7.694715 7.7398753   7.5415263   7.8003764   7.9942737   7.1706166
1  7.706579 7.30772  6.720058 7.658931 7.3807144   7.2402263
1  7.712262 7.828269 7.9732842   8.029877 7.6545205   7.4452896
1  7.7315516   7.3995094   7.320953 7.4917903   7.6076546   6.9821877
1  7.7318788   7.491508 7.7170935   8.134845 8.158077 7.3321614
1  7.741525 7.819459 8.436844 8.603458 8.503255 7.9716735
1  7.7498775   7.54089  7.736773 7.345509 7.7702894   7.276265
1  7.7637305   6.9248395   7.710552 7.7363687   7.908833 6.5989304
1  7.7793975   7.488693 7.077586 8.013139 7.981446 7.9039874
1  7.780147 7.4095583   7.563156 7.8341265   8.485294 7.020116
1  7.789619 7.20726  7.434638 -999  7.995848 7.0522714
1  7.799776 7.734396 7.9016376   7.9486303   8.349645 7.8086205
1  7.8026323   7.4316773   7.8539414   7.6702843   8.224754 7.756412
1  7.8076158   7.528844 8.512342 8.145914 7.9930716   6.7027645
1  7.836109 7.415798 7.6000757   7.54288  8.146052 7.0784936
1  7.852171 7.255895 7.4663315   7.640877 7.7973824   7.125413
1  7.878027 7.6797485   7.5599203   7.982535 7.7958174   7.608118
1  7.8879395   6.0940895   7.34089  6.220205 7.9308615   6.0835814
1  7.8890123   7.3493733   7.5669403   7.654544 7.895696 6.7432494
1  7.902956 7.641327 7.58326  8.040104 7.5082965   6.536855
1  7.904655 7.619803 8.059763 8.059652 8.070474 7.827907
1  7.9091063   7.4622374   7.737496 7.9540973   8.175099 7.448017
1  7.926155 7.611259 7.5240555   7.594147 7.741549 7.3215103
1  7.9354334   7.5622683   8.068202 8.022736 7.9467797   6.842627
1  7.965923 7.7239347   8.016393 8.340793 8.482588 7.7648616
1  7.991633 7.4833746   7.455057 7.5935955   7.4341774   7.607181
1  7.9959946   7.5160966   7.705885 7.8529663   7.978811 7.3155346
1  7.9991417   8.127419 7.8860636   8.612996 8.514478 7.4523983
1  8.016867 7.9488754   7.445151 7.764758 7.7970777   7.147139
1  8.035919 8.111801 8.267982 8.638858 8.567125 7.7127113
1  8.039973 7.69945  7.5924926   8.134864 7.972637 7.090928
1  8.043966 7.9078517   8.078438 8.395514 7.871989 7.812152
1  8.046782 7.6924157   7.9527426   7.7559896   8.108771 7.5290008
1  8.050908 8.09185  7.721522 8.149013 7.5631547   7.21248
1  8.060761 7.8067064   7.8976007   8.214383 7.9737945   7.939876
1  8.076498 7.8179107   8.148552 8.229792 8.071002 7.462968
1  8.085432 7.797982 8.393531 8.345703 8.278296 7.4880037
1  8.088776 8.38225  8.230751 8.600524 8.498942 8.072154
1  8.089338 7.4350634   7.935941 7.9182487   7.3189573   7.310039
1  8.127912 8.12431  8.267573 8.532276 8.581563 8.25175
1  8.131801 7.75781  8.004038 7.963627 8.079783 8.051575
1  8.165307 7.5688643   7.669648 7.877237 7.438578 7.001199
1  8.188375 8.180449 8.315243 8.507897 8.368384 8.350876
1  8.192876 7.5812354   8.143513 7.9078364   8.144612 7.79178
1  8.198557 7.9582715   8.098519 8.424253 8.367783 7.5465407
1  8.225525 8.449614 8.298387 8.790831 8.131291 7.761016
1  8.226319 7.798781 7.7129607   8.123963 8.183512 7.37102
1  8.278143 8.528377 8.682047 8.815367 8.935546 8.207865
1  8.285263 7.8905244   8.076788 8.25804  8.1152115   7.480658
1  8.297468 7.8525505   7.977985 7.992688 7.589626 7.4624987
1  8.311436 7.908019 8.241874 8.0567045   8.217682 7.0825367
1  8.3302765   7.984355 8.158363 8.216743 8.330306 8.095208
1  8.350068 7.997148 8.33749  8.198529 8.316645 7.5273957
1  8.389773 7.9627366   8.125881 8.202818 8.344468 7.801521
1  8.391657 7.9816995   7.794245 8.235564 8.495309 7.9071107
1  8.427385 8.158855 8.391586 8.845584 8.334958 8.191866
1  8.429211 8.242935 8.276187 8.382729 8.337211 7.591013
1  8.453534 8.294118 8.21918  8.673639 8.143693 7.985263
1  8.465737 8.0686   8.065575 8.250995 8.461317 7.51059
1  8.487713 8.4104395   8.709259 8.970001 8.877669 8.107063
1  8.518331 8.901771 8.920071 9.221333 9.340423 9.13997
1  8.526409 7.940161 8.017378 8.483458 8.347816 8.023839
1  8.528743 8.209554 8.483665 8.927071 8.8075285   7.701285
1  8.541926 8.319164 8.000217 8.565121 8.35609  8.179217
1  8.543877 8.261583 8.233429 8.757791 8.619593 7.58606
1  8.549207 8.38102  8.509852 8.579577 8.343185 7.292728
1  8.565115 8.307974 8.37455  8.57242  8.71053  7.923279
1  8.568618 7.96222  8.64549  8.575217 8.293725 7.9608
1  8.590566 7.9610624   8.642011 8.594651 8.632769 8.182667
1  8.609202 8.822987 9.095172 9.306042 9.32055  9.019483
1  8.658244 8.337831 8.488858 8.737977 8.903566 8.518355
1  8.663447 7.935725 8.128635 8.405534 8.526311 7.866721
1  8.665332 8.522856 8.649036 8.711553 8.52382  8.108135
1  8.670449 7.8853946   8.294007 8.312473 8.777216 8.2198305
1  8.742955 8.383377 8.411499 8.594393 8.520933 7.2455144
1  8.747256 8.118664 8.085305 8.780948 8.587586 7.7110934
1  8.763626 8.3437395   8.454894 8.707895 8.931082 8.060561
1  8.7917595   8.08479  8.422143 8.254672 8.479141 8.151842
1  8.808454 8.533028 8.80467  8.77458  8.736341 8.503948
1  8.812778 7.959907 8.865392 8.731774 8.063396 7.5416126
1  8.847268 8.4298315   8.971091 8.738425 8.889498 7.4546556
1  8.881578 9.174867 9.075649 9.08829  8.9963   8.412947
1  8.88264  8.305087 8.7965355   8.839252 8.740898 8.707852
1  8.885439 8.97247  8.89372  9.079119 9.06942  7.8856936
1  8.946812 8.713006 8.812594 8.938616 9.102104 8.464158
1  8.983569 8.996084 8.991921 9.307904 8.927909 9.202022
1  8.989566 9.037854 9.226412 9.555941 9.1601515   9.380809
1  9.016024 8.683068 8.668198 9.412897 9.481131 8.699226
1  9.030689 8.461967 8.461206 9.189858 8.822898 8.231666
1  9.032202 8.348545 8.746803 9.053758 8.774631 8.479038
1  9.032611 9.638058 9.142772 10.115162   10.065321   9.184045
1  9.049749 8.474169 8.497359 8.803056 8.9317045   7.98021
1  9.102474 8.736875 8.904236 8.817922 8.742316 8.699039
1  9.120772 8.7825985   9.352098 8.92958  8.90913  8.5833
1  9.12575  8.398131 8.817788 8.6909685   8.904649 8.5998745
1  9.133813 7.984837 8.945494 9.07497  8.795033 8.62187
1  9.1515665   8.873837 9.048398 9.455491 9.350043 8.262428
1  9.152012 8.590949 9.204111 8.959593 8.728563 8.093288
1  9.152678 9.033074 9.144348 9.419963 9.345281 8.444684
1  9.159296 8.553991 9.199505 9.470301 9.347235 8.349031
