"iteration","train_R2_known","train_RMSE_known","test_R2_known","test_RMSE_known","train_R2","train_RMSE","test_R2","test_RMSE"
3,0.918305299325185,0.876670405189024,0.918022346425948,0.859876174920925,0.875474465080341,1.107920665143,0.871455761089626,1.10668216830611
