"iteration","train_R2_known","train_RMSE_known","test_R2_known","test_RMSE_known","train_R2","train_RMSE","test_R2","test_RMSE"
2,0.922701987476449,0.846457521132322,0.91961372939059,0.878318506381578,0.879104595479287,1.08884374371962,0.873011064306728,1.12177241717008
